titulo,operacion,sector_buscado,precio_texto,precio_num,moneda,habitaciones,banos,metros_m2,amueblado,ubicacion,url
Apartamento en La Jacobo Majluta con TODO lo que buscas,venta,todos,"US$ 83,424",83424.0,USD,3.0,3,,sí,"location_onSanto Domingo Norte, Santo Domingo.Santo Domingo Nortehomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-la-jacobo-majluta-con-todo-lo-que-buscas-aqx87tp
Malecon Center apartamento de 2 habitaciones con V,venta,todos,"US$ 265,000",265000.0,USD,2.0,2,,sí,"Distrito Nacional, Santo Domingo.Zona Universitaria, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/malecon-center-apartamento-de-2-habitaciones-con-v-wb64n6s
Malecon Center apartamento de 2 habitaciones vista,venta,todos,"US$ 225,000",225000.0,USD,2.0,2,,sí,"Distrito Nacional, Santo Domingo.Ensanche Independencia, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/malecon-center-apartamento-de-2-habitaciones-vista-vmw6ezk
Apartamentos listos para entregar ubicado en Ensanche Isabelita.,venta,todos,"RD$ 9,500,000",9500000.0,DOP,3.0,3,,sí,"location_onSanto Domingo Este, Santo Domingo.Santo Domingo Estehomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamentos-listos-para-entregar-ubicado-en-ensanche-isabelita-skkyba2
Apartamentos listos para entrega ubicado en Ensanche Isabelita.,venta,todos,"US$ 130,000",130000.0,USD,3.0,3,,sí,"location_onSanto Domingo Este, Santo Domingo.Santo Domingo Estehomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamentos-listos-para-entrega-ubicado-en-ensanche-isabelita-sew7dxd
Ópalo El Edén – Apartamentos en Santo Domingo Norte,venta,todos,"US$ 54,500",54500.0,USD,3.0,2,57.0,sí,"location_onSanto Domingo Norte, Santo Domingo.Santo Domingo Nortehomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/opalo-el-eden-apartamentos-en-santo-domingo-norte-jb3t0vb
Urbanización Real Torre Moderna,venta,todos,"US$ 415,000",415000.0,USD,3.0,3,285.0,sí,"location_onDistrito Nacional, Santo Domingo.Renacimiento, Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/urbanizacion-real-torre-moderna-8cxn4e4
Torre Milos II – Apartamentos  Los Tres Ojos,venta,todos,"RD$ 10,540,000",10540000.0,DOP,3.0,3,129.0,sí,"location_onSanto Domingo Este, Santo Domingo.Santo Domingo Estehomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/torre-milos-ii-apartamentos-los-tres-ojos-1qshb4m
Apartamento2 habitaciones Ubicado en Jardines del Sur.,venta,todos,"US$ 190,000",190000.0,USD,2.0,2,,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento2-habitaciones-ubicado-en-jardines-del-sur-53dp831
Apartamentos ubicado en el Mirador del Oeste,venta,todos,"RD$ 8,390,000",8390000.0,DOP,3.0,3,,sí,"Santo Domingo Oeste, Santo Domingo.Santo Domingo Oeste",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamentos-ubicado-en-el-mirador-del-oeste-cc3w6qz
Nuevo Proyecto Residencial en Torre – El Millón,venta,todos,"US$ 117,700",117700.0,USD,1.0,1,15.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/nuevo-proyecto-residencial-en-torre-el-millon-k4ewm6h
Apartamento en Venta en Mirador Norte,venta,todos,"US$ 240,823",240823.0,USD,2.0,2,,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-venta-en-mirador-norte-e9f5x00
Apartamento listo en piantini de 1 dormitorio,venta,todos,"US$ 245,000",245000.0,USD,3.0,1,222.0,sí,"Distrito Nacional, Santo Domingo.Ensanche Naco, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-listo-en-piantini-de-1-dormitorio-70d9gmt
Oferta Naco DN,venta,todos,"RD$ 250,000",250000.0,DOP,2.0,2,,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/oferta-naco-dn-2x9fbrm
Disponible 6to nivel en Urbanización Real,venta,todos,"US$ 335,000",335000.0,USD,3.0,3,,sí,"Distrito Nacional, Santo Domingo.Renacimiento, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/disponible-6to-nivel-en-urbanizacion-real-2k07dws
4to nivel Residencial Arboleda - ocupa 2 niveles,venta,todos,"US$ 339,800",339800.0,USD,3.0,3,,sí,"Distrito Nacional, Santo Domingo.Jardines Del Sur, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/4to-nivel-residencial-arboleda-ocupa-2-niveles-2ayf1ms
Penthouse en Los Cacicazgos | Vista al Mar +700 m²,venta,todos,"US$ 990,000",990000.0,USD,4.0,4,700.0,sí,"location_onDistrito Nacional, Santo Domingo.Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/penthouse-en-los-cacicazgos-vista-al-mar-700-m-a4bcns6
Oportunidad Venta Villa Marina,venta,todos,"RD$ 6,500,000",6500000.0,DOP,,2,,sí,"Distrito Nacional, Santo Domingo.Villa Marina, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/oportunidad-venta-villa-marina-c6ewa17
"Apartamentos de 1, 2 y 3 Habitaciones en Riverside",venta,todos,"US$ 102,221",102221.0,USD,1.0,3,0.0,sí,"Santo Domingo Norte, Santo Domingo.Jacobo Majluta , Santo Domingo Norte",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamentos-de-1-2-y-3-habitaciones-en-riverside-jd1chqy
Últimas 2 unidades disponibles en PRIMIS SERRALLES,venta,todos,"US$ 170,000",170000.0,USD,1.0,1,77.0,sí,"Distrito Nacional, Santo Domingo.Serrallés, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/ultimas-2-unidades-disponibles-en-primis-serralles-ys819d0
"Apartamentos en en venta Alma Rosa II | 2 y 3 Hab | Ascensor | Desde US$145,500",venta,todos,"US$145,500",145500.0,USD,3.0,2,97.0,sí,"Santo Domingo Este, Santo Domingo.Altos de Cancino, Santo Domingo Este",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamentos-en-alma-rosa-ii-con-ascensor-y-2-parqueos-qd3qyys
"Apartamentos listos para entrega, Ven y aprovecha esta oportunidad.",venta,todos,"US$ 125,000",125000.0,USD,3.0,3,,sí,"Santo Domingo Este, Santo Domingo.Santo Domingo Este",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamentos-listos-para-entrega-ven-y-aprovecha-esta-oportunidad-xjp4kqw
Apartamento De 120 M2 Con Terraza Privada De 24 M2,venta,todos,"US$ 150,000",150000.0,USD,2.0,2,120.0,sí,"Distrito Nacional, Santo Domingo.Miramar, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-de-120-m2-con-terraza-privada-de-24-m2-6qdd9z7
"Apartamento En El Cacique 120 M2, 2 Habitaciones R",venta,todos,"RD$ 8,700,000",8700000.0,DOP,2.0,2,120.0,sí,"Distrito Nacional, Santo Domingo.El Cacique, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-el-cacique-120-m2-2-habitaciones-r-nsyj98j
Apartamento  en la Avenida Independencia Ventilado,venta,todos,"US$ 172,000",172000.0,USD,3.0,3,,sí,"Distrito Nacional, Santo Domingo.Dominicanos Ausentes, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-la-avenida-independencia-ventilado-ad6xy62
Piso 4 de 3 Habitaciones En Vista Hermosa SDE,venta,todos,"RD$ 4,800,000",4800000.0,DOP,4.0,3,145.0,sí,"location_onSanto Domingo Este, Santo Domingo.Vista Hermosa, Santo Domingo Estehomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/piso-4-de-3-habitaciones-en-vista-hermosa-sde-qpnrpv7
Vendo Apartamento con 210 Metros de 3 Habitaciones en Serralles  CODIGO: PD501,venta,todos,"US$ 320,000",320000.0,USD,3.0,3,,sí,"location_onDistrito Nacional, Santo Domingo.Serrallés, Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/vendo-hermoso-apartamento-con-210-metros-de-3-habi-be4zb8w
Apartamento en venta en La mejor Zona de Bella Vis,venta,todos,"US$ 225,000",225000.0,USD,3.0,3,52.0,sí,"Distrito Nacional, Santo Domingo.Bella Vista, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-venta-en-la-mejor-zona-de-bella-vis-z7t5a1z
Apartamento en La Esperilla  con Vistas Panorámicas,venta,todos,"US$ 355,000",355000.0,USD,3.0,3,238.0,sí,"location_onDistrito Nacional, Santo Domingo.Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-la-esperilla-con-vistas-panoramicas-f5gpyv7
Exclusivo SEMI Pent-house en Bella Vista.,venta,todos,"US$ 230,000",230000.0,USD,3.0,3,,sí,"location_onDistrito Nacional, Santo Domingo.Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/exclusivo-semi-pent-house-en-bella-vista-rerh9c8
"Torre Melcon XXI – Apartamentos de lujo en Naco, Santo Domingo",venta,todos,"US$ 165,000",165000.0,USD,3.0,1,95.0,sí,"location_onDistrito Nacional, Santo Domingo.Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/torre-melcon-xxi-apartamentos-de-lujo-en-naco-santo-domingo-0p5t1k8
Apartamento con muy buena distribución ubicado en Bella Vista Sur,venta,todos,"US$ 315,000",315000.0,USD,3.0,3,,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-con-muy-buena-distribucion-ubicado-en-bella-vista-sur-jrr690e
"Proyecto de Apartamentos con Picuzzi y Área Social, en Bella Vista.",venta,todos,"US$ 175,000",175000.0,USD,2.0,2,,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/proyecto-de-apartamentos-con-picuzzi-y-area-social-en-bella-vista-dybg98p
Apartamento en Venta Lincoln,venta,todos,"US$ 325,000",325000.0,USD,3.0,3,172.0,sí,"Distrito Nacional, Santo Domingo.La Esperilla, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-venta-lincoln-wx9e162
Apartamento en Evaristo Morales,venta,todos,"US$ 162,000",162000.0,USD,2.0,2,,sí,"location_onDistrito Nacional, Santo Domingo.Evaristo Morales, Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-evaristo-morales-25cw40w
Apartamento en Mirador Norte / Bella Vista,venta,todos,"US$ 156,000",156000.0,USD,1.0,1,,sí,"location_onDistrito Nacional, Santo Domingo.Bella Vista, Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-mirador-norte-bella-vista-jk7fq7f
Amplios y Modernos Apartamentos próximos a la Avenida Ecológica,venta,todos,"US$ 130,000",130000.0,USD,1.0,3,130.0,sí,"location_onSanto Domingo Este, Santo Domingo.Tropical del Este, Santo Domingo Estehomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/amplios-y-modernos-apartamentos-proximos-a-la-avenida-ecologica-kgh81s7
Oportunidad en Evaristo Morales,venta,todos,"US$ 185,000",185000.0,USD,1.0,1,,sí,"location_onDistrito Nacional, Santo Domingo.Evaristo Morales, Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/oportunidad-en-evaristo-morales-1skyqcg
Apto clasico en zona premium de Bella Vista Sur,venta,todos,"US$ 140,000",140000.0,USD,2.0,2,,sí,"location_onDistrito Nacional, Santo Domingo.Bella Vista, Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apto-clasico-en-zona-premium-de-bella-vista-sur-1qg9hwj
Compra y alquiler en El Millón,venta,todos,"US$ 198,000",198000.0,USD,2.0,2,50.0,sí,"location_onDistrito Nacional, Santo Domingo.El Millón, Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/compra-y-alquiler-en-el-millon-rqr0v8r
Apartamento en renacimiento nuevo,venta,todos,"US$ 220,000",220000.0,USD,3.0,3,,sí,"location_onDistrito Nacional, Santo Domingo.Renacimiento, Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-renacimiento-nuevo-dg0a3d6
Apartamento en plano sector los prados,venta,todos,"US$ 163,800",163800.0,USD,3.0,3,,sí,"location_onDistrito Nacional, Santo Domingo.Los Prados, Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-plano-sector-los-prados-44gnv42
"VENDO HERMOSO Y AMPLIO APARTAMENTO, VISTA HERMOSA",venta,todos,"US$ 177,600",177600.0,USD,3.0,3,145.0,sí,"location_onSanto Domingo Este, Santo Domingo.Vista Hermosa, Santo Domingo Estehomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/vendo-hermoso-y-amplio-apartamento-vista-hermosa-7kqdrhs
"Apartamento cerca de todo en El Millón, oroximo a la Nuñez de Caceres",venta,todos,"US$ 160,000",160000.0,USD,3.0,3,,sí,"location_onDistrito Nacional, Santo Domingo.El Millón, Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-cerca-de-todo-en-el-millon-oroximo-a-la-nunez-de-caceres-hce7wmj
Apartamento en Gazcue,venta,todos,"US$ 187,000",187000.0,USD,2.0,2,,sí,"location_onDistrito Nacional, Santo Domingo.Gazcue, Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-gazcue-atj6tn4
Apartamento tipo PentHouse Disponible para la vent,venta,todos,"RD$ 9,600,000",9600000.0,DOP,3.0,4,80.0,sí,"location_onDistrito Nacional, Santo Domingo.Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-tipo-penthouse-disponible-para-la-vent-ezzvv57
Apartamento en Colina de los Ríos,venta,todos,"RD$ 9,400,000",9400000.0,DOP,3.0,3,139.0,sí,"location_onDistrito Nacional, Santo Domingo.Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-colina-de-los-rios-csqtn09
vendo apartamento en los cacicazgo,venta,todos,"US$ 155,000",155000.0,USD,3.0,3,,sí,"location_onDistrito Nacional, Santo Domingo.Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/vendo-apartamento-en-los-cacicazgo-c8d73cs
Apartamento primer piso en colina de los ríos,venta,todos,"RD$ 8,500,000",8500000.0,DOP,3.0,3,138.0,sí,"location_onDistrito Nacional, Santo Domingo.Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-primer-piso-en-colina-de-los-rios-hqt7z5n
Apartamento en Prado Oriental,venta,todos,"US$ 215,000",215000.0,USD,3.0,3,,sí,"location_onSanto Domingo Este, Santo Domingo.Santo Domingo Estehomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-prado-oriental-kc5fq2j
Apartamento clásico amueblado en los Cacicazgo,venta,todos,"RD$ 15,000,000",15000000.0,DOP,3.0,3,,sí,"location_onDistrito Nacional, Santo Domingo.Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-clasico-amueblado-en-los-cacicazgo-56nrf5h
"Apartamento de tres habitaciones, Evaristo Morales",venta,todos,"US$ 265,000",265000.0,USD,3.0,3,147.0,sí,"location_onDistrito Nacional, Santo Domingo.Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-de-tres-habitaciones-evaristo-morales-czwen0y
vendo apartamento en evaristo morales,venta,todos,"US$ 198,000",198000.0,USD,3.0,3,153.0,sí,"location_onDistrito Nacional, Santo Domingo.Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/vendo-apartamento-en-evaristo-morales-r1gjzdq
Apartamento de 2 habitaciones en Arroyo Hondo Viejo a la Venta,venta,todos,"RD$ 7,000,000",7000000.0,DOP,2.0,2,88.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-de-2-habitaciones-en-arroyo-hondo-viejo-a-la-venta-b739e4x
Apartamento en Venta en Evaristo Morales 3 Hb 2 PQ,venta,todos,"US$ 237,000",237000.0,USD,3.0,3,,sí,"location_onDistrito Nacional, Santo Domingo.Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-venta-en-evaristo-morales-3-hb-2-pq-s2zs1p3
Apartamento en Venta – Jardines del Sur | Próximo,venta,todos,"US$ 235,000",235000.0,USD,2.0,2,39.0,sí,"Distrito Nacional, Santo Domingo.Jardines Del Sur, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-venta-jardines-del-sur-proximo-1y87m8z
"Gazcue, Distrito Nacional, Santo Domingo Apartamen",venta,todos,"US$ 195,000",195000.0,USD,2.0,2,128.0,sí,"Distrito Nacional, Santo Domingo.Gazcue, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/gazcue-distrito-nacional-santo-domingo-apartamen-kw0bym7
"El Millon, Distrito Nacional, Santo Domingo Invers",venta,todos,"US$ 270,000",270000.0,USD,3.0,3,175.0,sí,"Distrito Nacional, Santo Domingo.El Millón, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/el-millon-distrito-nacional-santo-domingo-invers-0k72c52
"Evaristo Morales, Distrito Nacional, Santo Doming",venta,todos,"US$ 230,000",230000.0,USD,2.0,2,,sí,"Distrito Nacional, Santo Domingo.Evaristo Morales, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/evaristo-morales-distrito-nacional-santo-doming-0c0d9hg
Venta de Apartamento en el Millon,venta,todos,"US$ 270,000",270000.0,USD,3.0,3,175.0,sí,"Distrito Nacional, Santo Domingo.El Millón, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/venta-de-apartamento-en-el-millon-kms9j8b
🔵apartamento 1er piso arroyo hondo  viejo,venta,todos,"RD$ 9,700,000",9700000.0,DOP,3.0,3,,sí,"Distrito Nacional, Santo Domingo.Viejo Arroyo Hondo, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-1er-piso-arroyo-hondo-viejo-dkt1674
"VENDO DOS APARTA-HOTELES, RESTAURANTES EN BOCA CHICA",venta,todos,"US$ 1,650,000",1650000.0,USD,1.0,9,,sí,"Boca Chica, Santo Domingo.Boca Chica",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/vendo-dos-aparta-hoteles-restaurantes-en-boca-chica-t9x2zvn
"Apartamentos Nuevos de 2 habitaciones con Vista Despejada, en Urbanización Real.",venta,todos,"US$ 202,232",202232.0,USD,2.0,2,95.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamentos-nuevos-de-2-habitaciones-con-vista-despejada-en-urbanizacion-real-jnkz5gs
Apartamentos de 2 habitaciones nuevos en Urbanización Real.,venta,todos,"US$ 216,388",216388.0,USD,2.0,2,25.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamentos-de-2-habitaciones-nuevos-en-urbanizacion-real-j5hns8w
Aparatmento en 2da con terraza nuevo en venta en Urb. Real,venta,todos,"US$ 283,205",283205.0,USD,2.0,2,30.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/aparatmento-en-2da-con-terraza-nuevo-en-venta-en-urb-real-h8fmg5z
"Residencial Caney Oriental – Apartamentos en Ciudad Juan Bosch, SDE",venta,todos,"US$ 66,416",66416.0,USD,3.0,3,39.0,sí,"Santo Domingo Este, Santo Domingo.Santo Domingo Este",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/residencial-caney-oriental-apartamentos-en-ciudad-juan-bosch-sde-kt2fyxc
Residencial cerrado con piscina y gimnasio en Vill,venta,todos,"RD$ 4,500,000",4500000.0,DOP,3.0,3,,sí,"Santo Domingo Norte, Santo Domingo.Santo Domingo Norte",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/residencial-cerrado-con-piscina-y-gimnasio-en-vill-xwkp4vx
"Residencial Samer – Apartamentos Económicos en la Av. Hípica, SDE",venta,todos,"US$ 79,888",79888.0,USD,3.0,2,,sí,"Santo Domingo Este, Santo Domingo.Santo Domingo Este",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/residencial-samer-apartamentos-economicos-en-la-av-hipica-sde-z2vkepp
Proyecto de apartamentos de 1 y 2 habitaciones en Mirador norte,venta,todos,"US$ 175,000",175000.0,USD,1.0,1,,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/proyecto-de-apartamentos-de-1-y-2-habitaciones-en-mirador-norte-5jbyje5
Apartamentos en venta de 1 y 2 habitaciones en los Cacicazgos,venta,todos,"US$ 195,000",195000.0,USD,1.0,1,,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamentos-en-venta-de-1-y-2-habitaciones-en-los-cacicazgos-4xa67ty
Proyecto de apartamentos con áreas de ocio ubicado,venta,todos,"US$ 103,494",103494.0,USD,1.0,1,,sí,"Santo Domingo Norte, Santo Domingo.Santo Domingo Norte",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/proyecto-de-apartamentos-con-areas-de-ocio-ubicado-r0s6925
